"category","subcategory","name","description","url","price","image","story"
"guizhou","craft","石桥古法花草纸笔记本","丹寨石桥古法造纸笔记本，纸浆中嵌入真实花草，手工抄造，纸色米黄经久不腐。","https://search.jd.com/Search?keyword=花草纸笔记本","58","/images/products/guizhou/shiqiao-paper-notebook.png","丹寨石桥村保存着唐代以来的古法造纸技艺，国家级非遗。构树皮经沤、蒸、捶、抄等七十二道工序成纸，纸中花草是抄纸时信手撒入的春天。故宫修古籍，用的正是这类千年不腐的皮纸。"
"guizhou","craft","牙舟陶茶具套组","平塘牙舟陶茶具套组，铅釉翠绿晶莹，陶胎古朴，手工拉坯烧制。","https://search.jd.com/Search?keyword=牙舟陶","168","/images/products/guizhou/yazhou-pottery-teaset.png","牙舟陶产于平塘县牙舟镇，始于明代，国家级非遗。其釉色以当地""鸡血土""配铅釉烧成，绿中泛黄、温润如玉。李时珍《本草纲目》曾载""水上浮之轻陶""，说的便是这类薄胎陶器。"
"guizhou","craft","玉屏箫笛","玉屏箫笛，竹制箫笛选料严苛，音准清越，雕刻诗文于管身，国家级非遗。","https://search.jd.com/Search?keyword=玉屏箫笛","138","/images/products/guizhou/yuping-flute.png","玉屏箫笛有三百余年历史，清贡品，1915年与都匀毛尖同获巴拿马万国博览会金奖。制笛竹须在小水竹中精选""阴山竹""，经砍竹、选竹、烤直、打孔、雕刻数十道工序。古诗云""羌笛何须怨杨柳""，而玉屏箫吹的是黔山清风。"
"guizhou","craft","苗银耳环","苗族手工银耳环，银丝编织与錾花工艺结合，垂坠灵动，叮当悦耳。","https://search.jd.com/Search?keyword=苗银耳环","68","/images/products/guizhou/miao-silver-earrings.png","苗族姑娘的银耳环分单丝、双丝、灯笼、吊鱼等数十种样式，走一步晃三晃。苗家讲究""以银为饰、以响为美""，耳环声越清脆，越显银质纯良。一对耳环往往是母亲一锤一錾敲出的成年礼。"
"guizhou","food","遵义羊肉粉速食装","遵义羊肉粉方便速食装，鲜羊肉汤料包配米粉，在家还原黔北早餐名吃。","https://search.jd.com/Search?keyword=遵义羊肉粉","16","/images/products/guizhou/zunyi-mutton-rice-noodle.png","遵义羊肉粉讲究""汤清肉烂粉滑""：黔北矮脚山羊整夜熬汤，配上油辣椒与花椒粉，一口下去浑身发热。遵义人的一天从一碗羊肉粉开始，冬至前后粉馆排队排到街角，""喝汤要喝三口""是老饕的规矩。"
"guizhou","food","花溪牛肉粉","贵阳花溪牛肉粉，黄牛肉原汤熬制，配糊辣椒蘸水，汤鲜肉糯。","https://search.jd.com/Search?keyword=花溪牛肉粉","15","/images/products/guizhou/huaxi-beef-noodle.png","花溪牛肉粉是贵阳的味觉名片：选山地放养黄牛，牛骨牛肉文火熬汤八小时，汤色清亮却肉香醇厚。花溪街上老店凌晨四点起灶，一碗粉慰藉了几代贵阳人的清晨与深夜。"
"guizhou","food","贵州糊辣椒","贵州柴火糊辣椒面，干辣椒炭火焙糊舂碎，香辣带烟熏味，蘸水灵魂。","https://search.jd.com/Search?keyword=贵州糊辣椒","11","/images/products/guizhou/guizhou-hu-lajiao.png","糊辣椒是贵州蘸水的灵魂：干辣椒在柴火灰或炭火上焙至微糊，手工舂碎，保留了辣椒的焦香与烟火气。贵州人万物皆可蘸——素瓜豆、烙锅洋芋、豆腐果，一碟糊辣椒蘸水定乾坤。"
"guizhou","food","独山盐酸菜","独山盐酸菜，青菜发酵配糯米甜酒与冰糖，酸甜微辣，开胃下饭名品。","https://search.jd.com/Search?keyword=独山盐酸菜","9","/images/products/guizhou/dushan-pickled-vegetable.png","独山盐酸菜始于明代，清代曾是贡品，鲁迅先生吃过都赞""中国最佳素菜""。以独山本地青菜为料，配以糯米甜酒、冰糖、辣椒发酵数月，酸甜脆嫩，一勺盐酸菜能送下一碗白饭。"
"guizhou","food","青岩玫瑰糖","贵阳青岩传统玫瑰糖，麦芽糖裹糖渍玫瑰花瓣，花香馥郁，酥脆化渣。","https://search.jd.com/Search?keyword=青岩玫瑰糖","12","/images/products/guizhou/qingyan-rose-candy.png","青岩古镇的玫瑰糖已传承百余年：取古镇周边重瓣玫瑰，糖渍入蜜，再以麦芽糖拉制成型。古镇石板路两旁糖香不断，""青岩三宝""之一，是贵阳人童年里最甜的记忆。"
"guizhou","food","贵州柴火腊肉","贵州农家柴火腊肉，黑毛猪五花肉以青冈柴火熏月余，肉色红亮，烟香入味。","https://search.jd.com/Search?keyword=贵州腊肉","45","/images/products/guizhou/guizhou-smoked-bacon.png","黔地腊味讲究""慢熏慢香""：冬至后杀年猪，以粗盐花椒腌制半月，再挂上火塘，用青冈木柴的烟慢熏一个月。山区人家火塘上的腊肉越多，年味越足，切一片生煎，油亮透明。"
"guizhou","food","从江香禾糯","从江侗乡香禾糯，高山梯田原生糯稻，米香浓郁，一家煮饭满寨飘香。","https://search.jd.com/Search?keyword=香禾糯","18","/images/products/guizhou/congjiang-glutinous-rice.png","从江香禾糯是侗乡梯田上千年的原生稻种，高秆耐寒，鱼鸭稻共生，不打农药。蒸熟后油亮喷香，侗族""糯食文化""的核心——打糍粑、酿甜酒皆用它，古人称""糯谷之王""。"
"guizhou","drink","湄潭翠芽绿茶","湄潭翠芽绿茶，扁平直滑似雀舌，汤色黄绿明亮，栗香浓郁回甘。","https://search.jd.com/Search?keyword=湄潭翠芽","58","/images/products/guizhou/meitan-cuiya-tea.png","湄潭是贵州茶业第一县，1939年民国中央实验茶场西迁至此，开启了中国现代茶业的黔茶篇章。翠芽采明前一芽一叶，四万颗芽头才得一斤干茶。浙大西迁湄潭七年，教授们在此写就《茶树栽培学》。"
"guizhou","drink","贵定云雾茶","贵定云雾茶，苗岭高山云雾茶园出品，贡茶历史五百年，滋味醇厚耐泡。","https://search.jd.com/Search?keyword=贵定云雾茶","52","/images/products/guizhou/guiding-cloud-tea.png","贵定云雾茶自明清即为贡茶，当地苗民立有""禁碑""护茶。茶山终年云雾滋养，鸟王种茶树龄逾百年。清《黔南识略》载""茶出贵定，胜于诸郡""，一杯云雾茶里泡着苗岭六百年的贡茶史。"
"guizhou","drink","普安红红茶","普安红红茶，千年古茶树芽叶制作，蜜香红薯香交织，汤色橙红透亮。","https://search.jd.com/Search?keyword=普安红","65","/images/products/guizhou/puan-black-tea.png","普安拥有两万多株千年四球古茶树，是世界上最早的茶树发源地之一。普安红以古树芽叶红茶工艺制作，条索紧秀，蜜香高长。""普天之下、安宁祥和""，一杯红茶里藏着茶源之乡的底气。"
"guizhou","drink","绿宝石绿茶","贵州绿宝石绿茶，颗粒紧结如宝石，栗香持久，高原高山茶代表。","https://search.jd.com/Search?keyword=绿宝石茶","48","/images/products/guizhou/guizhou-emerald-tea.png","绿宝石茶创制于贵州高山茶区，因颗粒紧结墨绿似宝石而得名。贵州低纬度、高海拔、寡日照、无污染的独特茶区环境，让它内含物质格外丰富，一杯茶的氨基酸含量远超平原茶区。"
"guizhou","craft","大方彝族漆器食盒","大方彝族皮胎漆器食盒，乌蒙山生漆层层髹涂，黑红黄三色纹样，隐花古雅。","https://search.jd.com/Search?keyword=大方漆器","168","/images/products/guizhou/dafang-lacquer-food-box.png","彝族漆器髹饰技艺（大方漆器）2008年入选第二批国家级非遗，明洪武年间已是进贡朝廷的""方物""。它以牛皮制胎、天然生漆髹饰，独创""隐纹""技法——纹样若隐若现藏于漆层之下。1915年大方皮胎漆器远渡巴拿马万国博览会摘得银质奖章，与茅台酒、玉屏箫笛并称""贵州三宝""，《乾隆通志》亦载""黔之革器以大定为最佳""。"
"guizhou","craft","织金砂陶茶具","织金古法砂陶茶具，本地陶土无烟煤烧制，不上釉漆，保温发茶汤色清亮。","https://search.jd.com/Search?keyword=织金砂陶","128","/images/products/guizhou/zhijin-sand-pottery-teaset.png","织金砂陶制作工艺2007年入选贵州省级非遗。技艺自唐宋年间传入，清康熙年间""平远锅""已驰名四方；盛时县城东门""砂锅街""手拉风箱声不断、夜晚烧锅红满天。一件砂陶须经筛土、和泥、制坯、烈火煅烧等七十二道工序，不上釉不施漆，传热匀而散热缓，沏茶熬药最能守味。"
"guizhou","craft","安顺地戏面具摆件","安顺地戏面具摆件，木胎手工雕刻彩绘，将相忠奸神态毕现，戏剧活化石一角。","https://search.jd.com/Search?keyword=地戏面具","198","/images/products/guizhou/anshun-dixi-opera-mask.png","安顺地戏源自明代屯堡军傩，被誉为""中国戏剧活化石""，2006年入选首批国家级非遗。一副""脸子""（面具）须选白杨木或丁香木，经下料、雕凿、打磨、上彩数十道工序，将相的忠奸与性格全在刻刀彩笔之间。屯堡人以一出出地戏唱念先祖南征的家国记忆，脸子便是他们的传家史书。"
"guizhou","craft","思州石砚","思州石砚，岑巩金星石雕刻，石质坚润发墨如油，浮雕龙凤古意盎然。","https://search.jd.com/Search?keyword=思州石砚","158","/images/products/guizhou/sizhou-stone-inkstone.png","思州石砚制作技艺2021年入选国家级非遗名录。砚石取自岑巩龙江河深涧，石中金星闪烁、坚润如玉，古称""蛮溪砚""""金星砚""。一方砚须经采石、制坯、构图、雕刻、打磨等十五道工序，以浮雕镌出""四龙闹海""""喜鹊登梅""。思州砚发墨快、贮墨不易涸，哈气生露，是文人案头的黔山清供。"
"guizhou","craft","苗族芦笙","苗族传统六管芦笙，苦竹音管配铜簧，音色明亮，笙斗手工雕花。","https://search.jd.com/Search?keyword=苗族芦笙","148","/images/products/guizhou/miao-lusheng-reed-pipe.png","苗族芦笙制作技艺2006年入选首批国家级非遗。雷山排卡村是远近闻名的""芦笙村""，选竹、火烤校直、打孔、调音全凭匠人耳听手校，一把六管芦笙数日方成。苗家谚语""芦笙响，脚板痒""，逢年过节芦笙场便是苗寨最热闹的舞台——这管芦笙，苗族人已经吹了几千年。"
"guizhou","craft","水族马尾绣荷包","水族马尾绣荷包，马尾缠丝盘绣纹样，绣面立体泛丝光，古法护身祝福。","https://search.jd.com/Search?keyword=马尾绣荷包","98","/images/products/guizhou/shui-horsetail-embroidery-pouch.png","马尾绣是水族独有的国家级非遗，传承上千年：先将丝线缠裹马尾毛制成""马尾线""，再盘绣成花。马尾自带光泽、坚韧不腐，绣品历经百年依然挺括如新，被誉为""刺绣活化石""。一只荷包要缠线、盘绣数日，纹样里藏着水族女子送给孩子护身平安的祝福。"
"guizhou","ethnic-wear","苗族银角头饰","苗族盛装银角头饰，牛角造型银片錾刻细纹，高耸入云，气势夺人。","https://search.jd.com/Search?keyword=苗族银角","258","/images/products/guizhou/miao-silver-horn-headdress.png","银角是苗族盛装头饰之王，取形于牛角——苗家人视牛为农耕伙伴与祖先的化身，将牛角戴在头顶是最庄重的礼赞。大银角高逾半米，与银冠、银链组成全套盛装，苗谚说""无银无花不成姑娘""，一套盛装常重达十余斤。姑娘踩鼓起舞时银角微颤、银铃轻响，是苗家最盛大的风景。"
"guizhou","ethnic-wear","侗族亮布围巾","侗族亮布围巾，靛蓝染布涂蛋清捶打，泛紫铜光泽，垂顺保暖。","https://search.jd.com/Search?keyword=侗族围巾","118","/images/products/guizhou/dong-cloth-scarf.png","侗布又称""亮布""，是侗族传承千年的织物：靛蓝染就的布涂上蛋清反复捶打、晾晒，泛出紫铜般的光泽，越穿越亮。一条围巾用的亮布，织娘要浸染数十遍、捶打上千次。侗家""夜捶布""的声响曾是村寨最绵长的摇篮曲，亮布也是姑娘出嫁时最体面的嫁妆。"
"guizhou","food","遵义鸡蛋糕","遵义传统鸡蛋糕，鸡蛋面粉白糖烤制不加一滴水，金黄油润，入口即化。","https://search.jd.com/Search?keyword=遵义鸡蛋糕","9","/images/products/guizhou/zunyi-egg-cake.png","遵义鸡蛋糕是黔北百余年的老点心：以鸡蛋、面粉、白糖调浆烘烤，不掺一滴水，出炉金黄油润、松软香甜。旧时遵义人走亲访友拎一提鸡蛋糕，是最体面的伴手礼；如今老街蛋糕铺的香气，仍是几代遵义人放不下的童年记忆。"
"guizhou","food","威宁荞酥","威宁传统荞酥，高原苦荞粉包豆沙馅烤制，金黄酥脆化渣，甜而不腻。","https://search.jd.com/Search?keyword=威宁荞酥","8","/images/products/guizhou/weining-buckwheat-pastry.png","相传明洪武年间，彝族女政治家奢香夫人以乌撒苦荞面制成""九龙捧寿""的酥饼进贡，朱元璋尝后连声称赞""南方贵物""——威宁荞酥自此名扬，至今已六百余年。威宁地处乌蒙高原，素有""荞乡""之称；荞酥筛最细的苦荞面制皮、豆沙芝麻为馅，烤得金黄，又称""金酥""，2012年获国家地理标志证明商标。"
"guizhou","food","修文猕猴桃","修文贵长猕猴桃，黔中山地富硒沃土生长，果肉翠绿，酸甜浓郁多汁。","https://search.jd.com/Search?keyword=修文猕猴桃","12","/images/products/guizhou/xiuwen-kiwi-fruit.png","修文猕猴桃是国家地理标志产品。黔中海拔千米的山地云雾与富硒土壤，让""贵长""猕猴桃缓慢生长、积累风味，果肉翠绿、酸甜浓郁。修文是贵州猕猴桃的核心产区，""山地小水果""长成了乡村振兴的大产业，一颗绿果里装着黔中山地的清甜。"
"guizhou","food","麻江蓝莓干","麻江蓝莓干，鲜果低温烘焙锁鲜，酸甜果味浓郁，花青素满满。","https://search.jd.com/Search?keyword=麻江蓝莓干","10","/images/products/guizhou/majiang-dried-blueberries.png","麻江县地处苗岭腹地，被誉为""中国蓝莓之乡""，数万亩蓝莓园随山势铺展。蓝莓鲜果娇贵，采摘当天便急冻锁鲜或低温烘成果干，留住山地的酸甜与花青素。小小的蓝莓成了麻江人的""致富果""，一颗果干里是黔东南云雾山地的浓缩。"
"guizhou","food","刺梨果脯","贵州刺梨果脯，鲜刺梨去刺蜜渍，酸甜回甘带果香，独立小包装。","https://search.jd.com/Search?keyword=刺梨果脯","7","/images/products/guizhou/cili-fruit-preserve.png","刺梨是贵州特有的山果，维生素C含量极高，被称为""维C之王""。果脯以鲜刺梨去刺蜜渍，把山野的酸涩驯成酸甜回甘。布依族自古以刺梨酿酒入药，如今这颗长刺的小金果成了贵州乡村振兴的""致富果""，一枚果脯也带着山野的力气。"
"guizhou","food","青岩豆腐乳","贵阳青岩豆腐乳，老井水点浆霉制发酵，辣椒香料拌坛，咸香细腻。","https://search.jd.com/Search?keyword=青岩豆腐乳","8","/images/products/guizhou/qingyan-fermented-tofu.png","青岩古镇明代设屯，是贵阳有名的""状元故里""。古镇豆腐坊以老井水点浆，霉制发酵后拌辣椒面与香料装坛，时间把它腌成咸香细腻的琥珀色。豆腐果、豆腐乳都是青岩的招牌味道，贵阳人的一碗白粥，就等着这一筷头的咸鲜。"
"guizhou","food","遵义黄粑","遵义黄粑，糯米粘米配红糖良姜叶包裹，柴火慢蒸整夜，金黄软糯带叶香。","https://search.jd.com/Search?keyword=遵义黄粑","10","/images/products/guizhou/zunyi-huangba-cake.png","黄粑是遵义人过年的味道：糯米、粘米加红糖浆，以良姜叶包裹，柴火慢蒸一整夜，米粒染成金黄，叶香浸进糖香。蒸一甑黄粑，年才算真正到了。切片可煎可烤，外脆内糯，是黔北灶火上最绵长的一口甜。"
"guizhou","food","织金红托竹荪","织金红托竹荪干品，菌柄厚实网裙如纱，煲汤清雅鲜美。","https://search.jd.com/Search?keyword=织金竹荪","18","/images/products/guizhou/zhijin-bamboo-fungus.png","织金被誉为""中国竹荪之乡""，红托竹荪是国家地理标志产品，有""菌中皇后""的美誉。它生长在竹林腐叶间，采摘后迅速烘干锁鲜，网裙舒展如纱。本地人煲鸡汤只放一朵，整锅汤便鲜得清雅——""无竹荪不成席""，是织金宴席的老讲究。"
"guizhou","drink","雷山银球茶","雷山银球茶，雷公山高山茶青手工揉制成球，一颗一泡，汤清味甘。","https://search.jd.com/Search?keyword=雷山银球茶","58","/images/products/guizhou/leishan-silver-ball-tea.png","银球茶诞生于上世纪八十年代初，一芽二叶茶青借茶果胶质手工揉搓成球，每颗约2.5克，恰好一泡，冲泡时茶球在杯中缓缓舒展。茶产自雷公山国家级自然保护区高山茶园，采用苗族省级非遗制茶技艺，是国家地理标志保护产品，1991年曾作为国礼茶随国家领导人出访中东。"
"guizhou","drink","董酒窖藏陈酿","董酒窖藏陈酿，大小双曲百余味本草入曲，董香幽雅，草木回甘。","https://search.jd.com/Search?keyword=董酒","138","/images/products/guizhou/dong-liquor.png","董酒产自遵义，多次蝉联""国家名酒""称号，其工艺与配方曾被国家列为""机密""级秘密技术加以保护。它以大小两种曲、百余味天然本草参与制曲发酵，自成""药香型""一派：酒液晶莹、香气幽雅，既有大曲酒的浓郁又带草木回甘，懂酒的人称它""白酒里的孤本""。"
